date,competition,home_team,score,away_team,venue
2025-11-15,2026 World Cup Q,Kazakhstan,1-1,Belgium,"Astana, Kazakhstan"
2025-11-18,2026 World Cup Q,Belgium,7-0,Liechtenstein,"Liège, Belgium"
2020-11-14,2021 Africa Cup of Nations qualification,Egypt,1-0,Togo,"Cairo, Egypt"
2020-11-17,2021 Africa Cup of Nations qualification,Togo,1-3,Egypt,"Lomé, Togo"
2021-03-25,2021 Africa Cup of Nations qualification,Kenya,1-1,Egypt,"Nairobi, Kenya"
2021-03-29,2021 Africa Cup of Nations qualification,Egypt,4-0,Comoros,"Cairo, Egypt"
2021-09-01,2022 FIFA World Cup qualification,Egypt,1-0,Angola,"Cairo, Egypt"
2021-09-05,2022 FIFA World Cup qualification,Gabon,1-1,Egypt,"Franceville, Gabon"
2021-09-30,Friendly,Egypt,2-0,Liberia,"Alexandria, Egypt"
2021-10-08,2022 FIFA World Cup qualification,Egypt,1-0,Libya,"Alexandria, Egypt"
2021-10-11,2022 FIFA World Cup qualification,Libya,0-3,Egypt,"Benghazi, Libya"
2021-11-12,2022 FIFA World Cup qualification,Angola,2-2,Egypt,"Luanda, Angola"
2021-11-16,2022 FIFA World Cup qualification,Egypt,2-1,Gabon,"Alexandria, Egypt"
2021-12-01,2021 FIFA Arab Cup Group D,Egypt,1-0,Lebanon,"Doha, Qatar"
2021-12-04,2021 FIFA Arab Cup Group D,Sudan,0-5,Egypt,"Doha, Qatar"
2021-12-07,2021 FIFA Arab Cup Group D,Algeria,1-1,Egypt,"Al Wakrah, Qatar"
2021-12-11,2021 FIFA Arab Cup Quarter-finals,Egypt,3-1,Jordan,"Al Wakrah, Qatar"
2022-01-11,2021 Africa Cup of Nations Group D,Nigeria,1-0,Egypt,"Garoua, Cameroon"
2022-01-15,2021 Africa Cup of Nations Group D,Guinea-Bissau,0-1,Egypt,"Garoua, Cameroon"
2022-01-19,2021 Africa Cup of Nations Group D,Egypt,1-0,Sudan,"Yaoundé, Cameroon"
2022-02-03,2021 Africa Cup of Nations Semi-finals,Cameroon,0-0,Egypt,"Yaoundé, Cameroon"
2022-02-06,2021 Africa Cup of Nations Final,Senegal,0-0,Egypt,"Yaoundé, Cameroon"
2022-03-25,2022 FIFA World Cup qualification,Egypt,1-0,Senegal,"Cairo, Egypt"
2022-03-29,2022 FIFA World Cup qualification,Senegal,1-0,Egypt,"Dakar, Senegal"
2022-06-05,2023 Africa Cup of Nations qualification,Egypt,1-0,Guinea,"Cairo, Egypt"
2022-06-09,2023 Africa Cup of Nations qualification,Ethiopia,2-0,Egypt,"Lilongwe, Malawi"
2022-09-23,Friendly,Egypt,3-0,Niger,"Alexandria, Egypt"
2022-09-27,Friendly,Egypt,3-0,Liberia,"Alexandria, Egypt"
2022-11-18,Friendly,Belgium,1-2,Egypt,"Kuwait City, Kuwait"
2023-03-24,2023 Africa Cup of Nations qualification,Egypt,2-0,Malawi,"Cairo, Egypt"
2023-03-28,2023 Africa Cup of Nations qualification,Malawi,0-4,Egypt,"Lilongwe, Malawi"
2023-06-14,2023 Africa Cup of Nations qualification,Guinea,1-2,Egypt,"Marrakesh, Morocco"
2023-06-18,Friendly,Egypt,3-0,South Sudan,"Cairo, Egypt"
2023-09-08,2023 Africa Cup of Nations qualification,Egypt,1-0,Ethiopia,"Cairo, Egypt"
2023-10-12,Friendly,Egypt,1-0,Zambia,"Al Ain, United Arab Emirates"
2023-10-16,Friendly,Egypt,1-1,Algeria,"Al Ain, United Arab Emirates"
2023-11-16,2026 FIFA World Cup qualification,Egypt,6-0,Djibouti,"Cairo, Egypt"
2023-11-19,2026 FIFA World Cup qualification,Sierra Leone,0-2,Egypt,"Paynesville, Liberia"
2024-01-07,Friendly,Egypt,2-0,Tanzania,"Cairo, Egypt"
2024-01-14,2023 Africa Cup of Nations Group B,Egypt,2-2,Mozambique,"Abidjan, Ivory Coast"
2024-01-18,2023 Africa Cup of Nations Group B,Egypt,2-2,Ghana,"Abidjan, Ivory Coast"
2024-01-22,2023 Africa Cup of Nations Group B,Cape Verde,2-2,Egypt,"Abidjan, Ivory Coast"
2024-01-28,2023 Africa Cup of Nations Round of 16,Egypt,1-1,DR Congo,"San Pédro, Ivory Coast"
2024-03-22,2024 ACUD Cup Semi-finals,Egypt,1-0,New Zealand,"New Administrative Capital, Egypt"
2024-03-26,2024 ACUD Cup Final,Egypt,2-4,Croatia,"New Administrative Capital, Egypt"
2024-06-06,2026 FIFA World Cup qualification,Egypt,2-1,Burkina Faso,"Cairo, Egypt"
2024-06-10,2026 FIFA World Cup qualification,Guinea-Bissau,1-1,Egypt,"Bissau, Guinea-Bissau"
2024-09-06,2025 Africa Cup of Nations qualification,Egypt,3-0,Cape Verde,"Cairo, Egypt"
2024-09-10,2025 Africa Cup of Nations qualification,Botswana,0-4,Egypt,"Francistown, Botswana"
2024-10-11,2025 Africa Cup of Nations qualification,Egypt,2-0,Mauritania,"Cairo, Egypt"
2024-10-15,2025 Africa Cup of Nations qualification,Mauritania,0-1,Egypt,"Nouakchott, Mauritania"
2024-11-15,2025 Africa Cup of Nations qualification,Cape Verde,1-1,Egypt,"Praia, Cape Verde"
2024-11-19,2025 Africa Cup of Nations qualification,Egypt,1-1,Botswana,"Cairo, Egypt"
2025-03-21,2026 FIFA World Cup qualification,Ethiopia,0-2,Egypt,"Casablanca, Morocco"
2025-03-25,2026 FIFA World Cup qualification,Egypt,1-0,Sierra Leone,"Cairo, Egypt"
2025-09-05,2026 FIFA World Cup qualification,Egypt,2-0,Ethiopia,"Cairo, Egypt"
2025-09-09,2026 FIFA World Cup qualification,Burkina Faso,0-0,Egypt,"Ouagadougou, Burkina Faso"
2025-10-08,2026 FIFA World Cup qualification,Djibouti,0-3,Egypt,"Casablanca, Morocco"
2025-10-12,2026 FIFA World Cup qualification,Egypt,1-0,Guinea-Bissau,"Cairo, Egypt"
2025-11-14,2025 Al Ain International Cup semi-final,Uzbekistan,2-0,Egypt,"Al Ain, United Arab Emirates"
2025-11-17,2025 Al Ain International Cup third place match,Cape Verde,1-1,Egypt,"Al Ain, United Arab Emirates"
2025-12-02,2025 FIFA Arab Cup Group C,Egypt,1-1,Kuwait,"Lusail, Qatar"
2025-12-06,2025 FIFA Arab Cup Group C,United Arab Emirates,1-1,Egypt,"Lusail, Qatar"
2025-12-09,2025 FIFA Arab Cup Group C,Egypt,0-3,Jordan,"Al Khor, Qatar"
2025-12-16,Friendly,Egypt,2-1,Nigeria,"Cairo, Egypt"
2025-12-22,2025 AFCON Group B,Egypt,2-1,Zimbabwe,"Agadir, Morocco"
2025-12-26,2025 AFCON Group B,Egypt,1-0,South Africa,"Agadir, Morocco"
2025-12-29,2025 AFCON Group B,Angola,0-0,Egypt,"Agadir, Morocco"
2020-10-08,Friendly,Uzbekistan,1-2,Iran,"Pakhtakor Central Stadium, Tashkent"
2021-03-30,Friendly,Iran,3-0,Syria,"Azadi Stadium, Tehran"
2021-06-03,2022 FIFA World Cup qualifier – Second round,Iran,3-1,Hong Kong,"Al-Muharraq Stadium, Arad"
2021-06-07,2022 FIFA World Cup qualifier – Second round,Iran,3-0,Bahrain,"National Stadium, Riffa"
2021-06-11,2022 FIFA World Cup qualifier – Second round,Cambodia,0-10,Iran,"National Stadium, Riffa"
2021-06-15,2022 FIFA World Cup qualifier – Second round,Iran,1-0,Iraq,"Al-Muharraq Stadium, Arad"
2021-09-02,2022 FIFA World Cup qualifier – Third round,Iran,1-0,Syria,"Azadi Stadium, Tehran"
2021-09-07,2022 FIFA World Cup qualifier – Third round,Iraq,0-3,Iran,"Khalifa International Stadium, Doha"
2021-10-07,2022 FIFA World Cup qualifier – Third round,United Arab Emirates,0-1,Iran,"Zabeel Stadium, Dubai"
2021-11-11,2022 FIFA World Cup qualifier – Third round,Lebanon,1-2,Iran,"Saida Municipal Stadium, Sidon"
2021-11-16,2022 FIFA World Cup qualifier – Third round,Syria,0-3,Iran,"King Abdullah II Stadium, Amman"
2022-01-27,2022 FIFA World Cup qualifier – Third round,Iran,1-0,Iraq,"Azadi Stadium, Tehran"
2022-02-01,2022 FIFA World Cup qualifier – Third round,Iran,1-0,United Arab Emirates,"Azadi Stadium, Tehran"
2022-03-29,2022 FIFA World Cup qualifier – Third round,Iran,2-0,Lebanon,"Imam Reza Stadium, Mashhad"
2022-06-12,Friendly,Iran,1-2,Algeria,"Jassim bin Hamad Stadium, Doha"
2022-09-23,Friendly,Iran,1-0,Uruguay,"NV Arena, Sankt Pölten"
2022-09-27,Friendly,Iran,1-1,Senegal,"Motion invest Arena, Maria Enzersdorf"
2022-11-10,Friendly,Iran,1-0,Nicaragua,"Azadi Stadium, Tehran"
2022-11-21,2022 FIFA World Cup – Preliminary round,England,6-2,Iran,"Khalifa International Stadium, Al-Rayyan"
2022-11-25,2022 FIFA World Cup – Preliminary round,Wales,0-2,Iran,"Ahmad bin Ali Stadium, Al-Rayyan"
2023-03-23,Friendly,Iran,1-1,Russia,"Azadi Stadium, Tehran"
2023-03-28,Friendly,Iran,2-1,Kenya,"Azadi Stadium, Tehran"
2023-06-13,2023 CAFA Nations Cup – Preliminary round,Iran,6-1,Afghanistan,"Dolen Omurzakov Stadium, Bishkek"
2023-06-16,2023 CAFA Nations Cup – Preliminary round,Kyrgyzstan,1-5,Iran,"Dolen Omurzakov Stadium, Bishkek"
2023-06-20,2023 CAFA Nations Cup – Final,Uzbekistan,0-1,Iran,"Milliy Stadium, Tashkent"
2023-09-07,Friendly,Bulgaria,0-1,Iran,"Stadion Hristo Botev, Plovdiv"
2023-09-12,Friendly,Iran,4-0,Angola,"Azadi Stadium, Tehran"
2023-10-13,2023 Jordan International Tournament – Semifinal,Jordan,1-3,Iran,"Amman International Stadium, Amman"
2023-10-17,2023 Jordan International Tournament – Final,Iran,4-0,Qatar,"Amman International Stadium, Amman"
2023-11-16,2026 FIFA World Cup qualifier – Second round,Iran,4-0,Hong Kong,"Azadi Stadium, Tehran"
2023-11-21,2026 FIFA World Cup qualifier – Second round,Uzbekistan,2-2,Iran,"Milliy Stadium, Tashkent"
2024-01-05,Friendly,Iran,2-1,Burkina Faso,"Olympic Stadium, Kish"
2024-01-09,Friendly,Indonesia,0-5,Iran,"Al-Rayyan Training Ground, Al-Rayyan"
2024-01-14,2023 AFC Asian Cup – Preliminary round,Iran,4-1,Palestine,"Education City Stadium, Al-Rayyan"
2024-01-19,2023 AFC Asian Cup – Preliminary round,Hong Kong,0-1,Iran,"Khalifa International Stadium, Al-Rayyan"
2024-01-23,2023 AFC Asian Cup – Preliminary round,Iran,2-1,United Arab Emirates,"Education City Stadium, Al-Rayyan"
2024-01-31,2023 AFC Asian Cup – Round of 16,Iran,1-1,Syria,"Abdullah bin Khalifa Stadium, Doha"
2024-03-21,2026 FIFA World Cup qualifier – Second round,Iran,5-0,Turkmenistan,"Azadi Stadium, Tehran"
2024-03-26,2026 FIFA World Cup qualifier – Second round,Turkmenistan,0-1,Iran,"Ashgabat Stadium, Ashgabat"
2024-06-06,2026 FIFA World Cup qualifier – Second round,Hong Kong,2-4,Iran,"Hong Kong Stadium, Hong Kong"
2024-06-11,2026 FIFA World Cup qualifier – Second round,Iran,0-0,Uzbekistan,"Azadi Stadium, Tehran"
2024-09-05,2026 FIFA World Cup qualifier – Third round,Iran,1-0,Kyrgyzstan,"Fooladshahr Stadium, Fooladshahr"
2024-09-10,2026 FIFA World Cup qualifier – Third round,United Arab Emirates,0-1,Iran,"Hazza bin Zayed Stadium, Al-Ain"
2024-10-10,2026 FIFA World Cup qualifier – Third round,Uzbekistan,0-0,Iran,"Milliy Stadium, Tashkent"
2024-11-14,2026 FIFA World Cup qualifier – Third round,North Korea,2-3,Iran,"New Laos National Stadium, Vientiane"
2024-11-19,2026 FIFA World Cup qualifier – Third round,Kyrgyzstan,2-3,Iran,"Dolen Omurzakov Stadium, Bishkek"
2025-03-20,2026 FIFA World Cup qualifier – Third round,Iran,2-0,United Arab Emirates,"Azadi Stadium, Tehran"
2025-03-25,2026 FIFA World Cup qualifier – Third round,Iran,2-2,Uzbekistan,"Azadi Stadium, Tehran"
2025-06-10,2026 FIFA World Cup qualifier – Third round,Iran,3-0,North Korea,"Azadi Stadium, Tehran"
2025-08-29,2025 CAFA Nations Cup – Preliminary round,Iran,3-1,Afghanistan,"Hisor Central Stadium, Hisar"
2025-09-01,2025 CAFA Nations Cup – Preliminary round,India,0-3,Iran,"Hisor Central Stadium, Hisar"
2025-09-04,2025 CAFA Nations Cup – Preliminary round,Tajikistan,2-2,Iran,"Hisor Central Stadium, Hisar"
2025-09-08,2025 CAFA Nations Cup – Final,Uzbekistan,1-0,Iran,"Olympic City Stadium, Tashkent"
2025-10-10,Friendly,Russia,2-1,Iran,"Volgograd Arena, Volgograd"
2025-10-14,Friendly,Iran,2-0,Tanzania,"Rashid Stadium, Dubai"
2025-11-13,2025 Al Ain International Cup – Semifinal,Iran,0-0,Cape Verde,"Hazza bin Zayed Stadium, Al-Ain"
2025-11-18,2025 Al Ain International Cup – Final,Iran,0-0,Uzbekistan,"Hazza bin Zayed Stadium, Al-Ain"
2021-10-09,Friendly,New Zealand,2-1,Curaçao,"Bahrain National Stadium, Manama"
2021-10-12,Friendly,Bahrain,0-1,New Zealand,"Bahrain National Stadium, Manama"
2021-11-17,Friendly,New Zealand,2-0,Gambia,"Zayed Sports City Stadium, Abu Dhabi"
2022-01-28,Friendly,New Zealand,1-3,Jordan,"New York University Stadium, Abu Dhabi"
2022-03-18,2022 FIFA World Cup qualification,New Zealand,1-0,Papua New Guinea,"Qatar SC Stadium, Doha"
2022-03-21,2022 FIFA World Cup qualification,New Zealand,4-0,Fiji,"Qatar SC Stadium, Doha"
2022-03-24,2022 FIFA World Cup qualification,New Zealand,7-1,New Caledonia,"Qatar SC Stadium, Doha"
2022-03-27,2022 FIFA World Cup qualification,New Zealand,1-0,Tahiti,"Al-Arabi Stadium, Doha"
2022-03-30,2022 FIFA World Cup qualification,New Zealand,5-0,Solomon Islands,"Al-Arabi Stadium, Doha"
2022-06-05,Friendly,New Zealand,0-1,Peru,"RCDE Stadium, Barcelona"
2022-06-09,Friendly,New Zealand,0-0,Oman,"Education City Stadium, Al Rayyan"
2022-06-14,2022 FIFA World Cup qualification,New Zealand,0-1,Costa Rica,"Ahmad bin Ali Stadium, Al Rayyan"
2023-03-23,Friendly,New Zealand,0-0,China,"Mount Smart Stadium, Auckland"
2023-03-26,Friendly,New Zealand,2-1,China,"Wellington Regional Stadium, Wellington"
2023-06-19,Friendly,New Zealand,1-0,Qatar,"Sonnensee Stadium, Ritzing"
2023-10-13,Friendly,New Zealand,1-1,DR Congo,"Estadio Nueva Condomina, Murcia"
2023-10-17,Soccer Ashes,New Zealand,0-2,Australia,"Brentford Community Stadium, London"
2023-11-17,Friendly,Greece,2-0,New Zealand,"Georgios Kamaras Stadium, Athens"
2023-11-21,Friendly,Republic of Ireland,1-1,New Zealand,"Aviva Stadium, Dublin"
2024-06-18,2024 OFC Men's Nations Cup,New Zealand,3-0,Solomon Islands,"VFF Freshwater Stadium, Port Vila"
2024-06-21,2024 OFC Men's Nations Cup,New Zealand,4-0,Vanuatu,"VFF Freshwater Stadium, Port Vila"
2024-06-26,2024 OFC Men's Nations Cup,New Zealand,5-0,Tahiti,"VFF Freshwater Stadium, Port Vila"
2024-06-30,2024 OFC Men's Nations Cup,New Zealand,3-0,Vanuatu,"VFF Freshwater Stadium, Port Vila"
2024-09-07,Friendly,New Zealand,0-3,Mexico,"Rose Bowl, Pasadena"
2024-10-11,2026 FIFA World Cup qualification,New Zealand,3-0,Tahiti,"VFF Freshwater Stadium, Port Vila"
2024-10-14,Friendly,New Zealand,4-0,Malaysia,"North Harbour Stadium, Auckland"
2024-11-15,2026 FIFA World Cup qualification,New Zealand,8-1,Vanuatu,"Waikato Stadium, Hamilton"
2024-11-18,2026 FIFA World Cup qualification,New Zealand,8-0,Samoa,"Mount Smart Stadium, Auckland"
2025-03-21,2026 FIFA World Cup qualification,New Zealand,7-0,Fiji,"Wellington Regional Stadium, Wellington"
2025-03-24,2026 FIFA World Cup qualification,New Zealand,3-0,New Caledonia,"Eden Park, Auckland"
2025-06-07,2025 Canadian Shield,New Zealand,1-0,Ivory Coast,"BMO Field, Toronto"
2025-06-10,2025 Canadian Shield,New Zealand,1-2,Ukraine,"BMO Field, Toronto"
2025-10-09,Friendly,Poland,1-0,New Zealand,"Stadion Śląski, Chorzów"
2025-10-14,Friendly,Norway,1-1,New Zealand,"Ullevaal Stadion, Oslo"
2025-11-15,Friendly,New Zealand,1-2,Colombia,"Chase Stadium, Fort Lauderdale"
2025-11-18,Friendly,New Zealand,0-2,Ecuador,"Sports Illustrated Stadium, Harrison"
2026-03-27,2026 FIFA Series,New Zealand,0-2,Finland,"Eden Park, Auckland"
2026-03-30,2026 FIFA Series,New Zealand,4-1,Chile,"Eden Park, Auckland"
2020-10-07,Friendly,Andorra,1-2,Cape Verde,"Andorra la Vella, Andorra"
2020-10-10,Friendly,Cape Verde,1-2,Guinea,"Faro / Loulé, Portugal"
2020-11-12,2021 AFCON Q,Cape Verde,0-0,Rwanda,"Praia, Cape Verde"
2020-11-17,2021 AFCON Q,Rwanda,0-0,Cape Verde,"Kigali, Rwanda"
2021-03-26,2021 AFCON Q,Cape Verde,3-1,Cameroon,"Praia, Cape Verde"
2021-03-30,2021 AFCON Q,Mozambique,0-1,Cape Verde,"Maputo, Mozambique"
2021-06-08,Friendly,Senegal,2-0,Cape Verde,"Thiès, Senegal"
2021-09-01,2022 World Cup qualification,Central African Republic,1-1,Cape Verde,"Douala, Cameroon"
2021-09-07,2022 World Cup qualification,Cape Verde,1-2,Nigeria,"Mindelo, Cape Verde"
2021-10-07,2022 World Cup qualification,Liberia,1-2,Cape Verde,"Accra, Ghana"
2021-10-10,2022 World Cup qualification,Cape Verde,1-0,Liberia,"Mindelo, Cape Verde"
2021-11-13,2022 World Cup qualification,Cape Verde,2-1,Central African Republic,"Mindelo, Cape Verde"
2021-11-16,2022 World Cup qualification,Nigeria,1-1,Cape Verde,"Lagos, Nigeria"
2022-01-09,2021 AFCON,Ethiopia,0-1,Cape Verde,"Yaoundé, Cameroon"
2022-01-13,2021 AFCON,Cape Verde,0-1,Burkina Faso,"Yaoundé, Cameroon"
2022-01-17,2021 AFCON,Cape Verde,1-1,Cameroon,"Yaoundé, Cameroon"
2022-01-25,2021 AFCON R16,Senegal,2-0,Cape Verde,"Bafoussam, Cameroon"
2022-03-23,Friendly,Guadeloupe,0-2,Cape Verde,"Orléans, France"
2022-03-25,Friendly,Liechtenstein,0-6,Cape Verde,"San Pedro del Pinatar, Spain"
2022-03-28,Friendly,Cape Verde,2-0,San Marino,"San Pedro del Pinatar, Spain"
2022-06-03,2023 AFCON Q,Burkina Faso,2-0,Cape Verde,"Marrakech, Morocco"
2022-06-07,2023 AFCON Q,Cape Verde,2-0,Togo,"Marrakech, Morocco"
2022-06-12,Friendly,Ecuador,1-0,Cape Verde,"Fort Lauderdale, United States"
2022-09-23,Friendly,Bahrain,1-2,Cape Verde,"Riffa, Bahrain"
2023-03-24,2023 AFCON qualification,Cape Verde,0-0,Eswatini,"Praia, Cape Verde"
2023-03-28,2023 AFCON qualification,Eswatini,0-1,Cape Verde,"Mbombela, South Africa"
2023-06-18,2023 AFCON qualification,Cape Verde,3-1,Burkina Faso,"Praia, Cape Verde"
2023-09-10,2023 AFCON qualification,Togo,3-2,Cape Verde,"Lomé, Togo"
2023-10-12,Friendly,Algeria,5-1,Cape Verde,"Constantine, Algeria"
2023-10-17,Friendly,Cape Verde,1-2,Comoros,"Istres, France"
2023-11-16,2026 World Cup qualification,Cape Verde,0-0,Angola,"Praia, Cape Verde"
2023-11-21,2026 World Cup qualification,Eswatini,0-2,Cape Verde,"Mbombela, South Africa"
2024-01-14,2023 Africa Cup of Nations GS,Ghana,1-2,Cape Verde,"Abidjan, Ivory Coast"
2024-01-19,2023 Africa Cup of Nations GS,Cape Verde,3-0,Mozambique,"Abidjan, Ivory Coast"
2024-01-29,Africa Cup of Nations R16,Cape Verde,1-0,Mauritania,"Abidjan, Ivory Coast"
2024-03-21,2024 FIFA Series,Cape Verde,1-0,Guyana,"Jeddah, Saudi Arabia"
2024-03-25,2024 FIFA Series,Cape Verde,1-0,Equatorial Guinea,"Jeddah, Saudi Arabia"
2025-03-20,2026 FIFA WC Qualifier,Cape Verde,1-0,Mauritius,"Praia, Cape Verde"
2025-03-25,2026 FIFA WC Qualifier,Angola,1-2,Cape Verde,"Luanda, Angola"
2025-05-29,Friendly,Malaysia,0-3,Cape Verde,"Kuala Lumpur, Malaysia"
2025-06-03,Closed-Door Friendly 1,Malaysia,0-3,Cape Verde,"Kuala Lumpur, Malaysia"
2025-06-08,Friendly,Georgia,1-1,Cape Verde,"Kutaisi, Georgia"
2025-09-04,2026 FIFA WC Qualifier,Mauritius,0-2,Cape Verde,"Saint Pierre, Mauritius"
2025-09-09,2026 FIFA WC Qualifier,Cape Verde,1-0,Cameroon,"Praia, Cape Verde"
2025-10-08,2026 FIFA WC Qualifier,Libya,3-3,Cape Verde,"Tripoli, Libya"
2025-10-13,2026 FIFA WC Qualifier,Cape Verde,3-0,Eswatini,"Praia, Cape Verde"
2020-11-14,Friendly,Saudi Arabia,3-0,Jamaica,"Riyadh, Saudi Arabia"
2020-11-17,Friendly,Saudi Arabia,1-2,Jamaica,"Riyadh, Saudi Arabia"
2021-03-25,Friendly,Saudi Arabia,1-0,Kuwait,"Riyadh, Saudi Arabia"
2021-03-30,2022 World Cup qualification,Saudi Arabia,5-0,Palestine,"Riyadh, Saudi Arabia"
2021-06-05,2022 World Cup qualification,Saudi Arabia,3-0,Yemen,"Riyadh, Saudi Arabia"
2021-06-11,2022 World Cup qualification,Singapore,0-3,Saudi Arabia,"Riyadh, Saudi Arabia"
2021-06-15,2022 World Cup qualification,Saudi Arabia,3-0,Uzbekistan,"Riyadh, Saudi Arabia"
2021-09-02,2022 World Cup qualification,Saudi Arabia,3-1,Vietnam,"Riyadh, Saudi Arabia"
2021-09-07,2022 World Cup qualification,Oman,0-1,Saudi Arabia,"Muscat, Oman"
2021-10-12,2022 World Cup qualification,Saudi Arabia,3-2,China,"Jeddah, Saudi Arabia"
2021-11-16,2022 World Cup qualification,Vietnam,0-1,Saudi Arabia,"Hanoi, Vietnam"
2021-12-01,2021 Arab Cup GS,Saudi Arabia,0-1,Jordan,"Al Rayyan, Qatar"
2021-12-04,2021 Arab Cup GS,Palestine,1-1,Saudi Arabia,"Al Rayyan, Qatar"
2022-01-27,2022 World Cup qualification,Saudi Arabia,1-0,Oman,"Jeddah, Saudi Arabia"
2022-03-24,2022 World Cup qualification,China,1-1,Saudi Arabia,"Sharjah, United Arab Emirates"
2022-06-05,Friendly,Saudi Arabia,0-1,Colombia,"Murcia, Spain"
2022-06-09,Friendly,Saudi Arabia,0-1,Venezuela,"Murcia, Spain"
2022-09-23,Friendly,Saudi Arabia,0-0,Ecuador,"Murcia, Spain"
2022-09-27,Friendly,Saudi Arabia,0-0,United States,"Murcia, Spain"
2022-10-22,Friendly,Saudi Arabia,1-0,North Macedonia,"Abu Dhabi, United Arab Emirates"
2022-10-26,Friendly,Saudi Arabia,1-1,Albania,"Abu Dhabi, United Arab Emirates"
2022-10-30,Friendly,Saudi Arabia,0-0,Honduras,"Abu Dhabi, United Arab Emirates"
2022-11-06,Friendly,Saudi Arabia,1-0,Iceland,"Abu Dhabi, United Arab Emirates"
2022-11-10,Friendly,Saudi Arabia,1-1,Panama,"Abu Dhabi, United Arab Emirates"
2022-11-16,Friendly,Saudi Arabia,0-1,Croatia,"Riyadh, Saudi Arabia"
2022-11-22,2022 World Cup GS,Argentina,1-2,Saudi Arabia,"Lusail, Qatar"
2022-11-26,2022 World Cup GS,Poland,2-0,Saudi Arabia,"Al Rayyan, Qatar"
2023-01-06,25th Gulf Cup GS,Yemen,0-2,Saudi Arabia,"Basra, Iraq"
2023-01-09,25th Gulf Cup GS,Saudi Arabia,0-2,Iraq,"Basra, Iraq"
2023-01-12,25th Gulf Cup GS,Saudi Arabia,1-2,Oman,"Basra, Iraq"
2023-03-24,Friendly,Saudi Arabia,1-2,Venezuela,"Jeddah, Saudi Arabia"
2023-03-28,Friendly,Saudi Arabia,1-2,Bolivia,"Jeddah, Saudi Arabia"
2023-09-08,Friendly,Saudi Arabia,1-3,Costa Rica,"Newcastle upon Tyne, England"
2023-10-13,Friendly,Saudi Arabia,2-2,Nigeria,"Portimão, Portugal"
2023-10-17,Friendly,Saudi Arabia,1-3,Mali,"Portimão, Portugal"
2023-11-16,2026 WC qualification,Saudi Arabia,4-0,Pakistan,"Hofuf, Saudi Arabia"
2023-11-21,2026 WC qualification,Jordan,0-2,Saudi Arabia,"Amman, Jordan"
2024-01-04,Friendly,Saudi Arabia,1-0,Lebanon,"Al Wakrah, Qatar"
2024-01-09,Friendly,Palestine,0-0,Saudi Arabia,"Doha, Qatar"
2024-01-10,Friendly,Saudi Arabia,2-0,Hong Kong,"Al Wakrah, Qatar"
2024-01-16,2023 AFC Asian Cup GS,Saudi Arabia,2-1,Oman,"Al Rayyan, Qatar"
2024-01-21,2023 AFC Asian Cup GS,Kyrgyzstan,0-2,Saudi Arabia,"Al Rayyan, Qatar"
2024-01-25,2023 AFC Asian Cup GS,Saudi Arabia,0-0,Thailand,"Al Rayyan, Qatar"
2024-03-21,2026 World Cup qualification,Saudi Arabia,1-0,Tajikistan,"Riyadh, Saudi Arabia"
2024-03-26,2026 World Cup qualification,Tajikistan,1-1,Saudi Arabia,"Dushanbe, Tajikistan"
2024-06-06,2026 World Cup qualification,Pakistan,0-3,Saudi Arabia,"Islamabad, Pakistan"
2024-06-11,2026 World Cup qualification,Saudi Arabia,1-2,Jordan,"Riyadh, Saudi Arabia"
2024-09-05,2026 World Cup qualification R3,Saudi Arabia,1-1,Indonesia,"Jeddah, Saudi Arabia"
2024-09-10,2026 World Cup qualification R3,China,1-2,Saudi Arabia,"Dalian, China"
2024-10-15,2026 World Cup qualification R3,Saudi Arabia,0-0,Bahrain,"Jeddah, Saudi Arabia"
2024-11-19,2026 World Cup qualification R3,Indonesia,2-0,Saudi Arabia,"Jakarta, Indonesia"
2024-12-22,26th Arabian Gulf Cup,Saudi Arabia,2-3,Bahrain,"Kuwait City, Kuwait"
2024-12-25,26th Arabian Gulf Cup,Yemen,2-3,Saudi Arabia,"Kuwait City, Kuwait"
2024-12-28,26th Arabian Gulf Cup,Iraq,1-3,Saudi Arabia,"Kuwait City, Kuwait"
2024-12-31,26th Arabian Gulf Cup SF,Oman,2-1,Saudi Arabia,"Kuwait City, Kuwait"
2025-03-20,2026 World Cup qualification R3,Saudi Arabia,1-0,China,"Riyadh, Saudi Arabia"
2025-06-05,2026 World Cup qualification R3,Bahrain,0-2,Saudi Arabia,"Riffa, Bahrain"
2025-06-19,2025 CONCACAF Gold Cup GS,Saudi Arabia,0-1,United States,"Austin, United States"
2025-06-22,2025 CONCACAF Gold Cup GS,Saudi Arabia,1-1,Trinidad and Tobago,"Paradise, United States"
2025-09-04,Friendly,North Macedonia,1-2,Saudi Arabia,"Prague, Czech Republic"
